CVE_ESCUELA_ATENCION,NOM_ESCUELA_ATENCION,REF_TURNO_ATENCION,REF_CICLO_ESCOLAR,CLAVECCT,NOMBRE_INMUEBLE,NIVEL,alcaldia,longitud,latitud,NUM_MATRICULA_TOTAL_ESCUELA,registros_salud,prioridad_atencion,pct_incompleto,pct_no_asistio,pct_caries,casos_caries,registros_caries,pct_visual,casos_visual,registros_visual,pct_sobrepeso_obesidad,casos_sobrepeso_obesidad,registros_sobrepeso_obesidad,imc_promedio,registros_imc,pct_alertas_multiples,casos_alertas_multiples,registros_alertas_multiples,alertas_promedio,completitud,casos_completos,registros_completitud
09DPR2335O,MARCELINO DAVALOS,MATUTINO,2024-2025 | 2025-2026,09DPR2335O,MARCELINO DAVALOS,Primaria,CUAUHTÉMOC,-99.128675,19.43363611,167,153,32.0261,0,0,42.4837,65,153,75.1634,115,153,42.4837,65,153,19.3583,132,60.1307,92,153,1.6013,100,153,153
09DPR1104Q,PROFR. FAUSTO BRAVO GOMEZ,MATUTINO,2024-2025 | 2025-2026,09DPR1104Q,PROFR. FAUSTO BRAVO GOMEZ,Primaria,MIGUEL HIDALGO,-99.21060833,19.44158889,368,333,32.012,0.3003,0,36.3363,121,333,83.1832,277,333,40.2402,134,333,18.6969,291,57.3574,191,333,1.6006,99.6997,332,333
09DPR1365B,ALEJANDRO DE HUMBOLDT,MATUTINO,2024-2025 | 2025-2026,09DPR1365B,ALEJANDRO DE HUMBOLDT,Primaria,GUSTAVO A. MADERO,-99.12674444,19.503825,367,396,31.9697,14.3939,0,54.5455,216,396,60.101,238,396,30.8081,122,396,19.5629,302,57.0707,226,396,1.5985,85.6061,339,396
09DPR3086E,PROFR. MARCELINO HERNANDEZ ESPINOSA,MATUTINO,2024-2025 | 2025-2026,09DPR3086E,PROFR. MARCELINO HERNANDEZ ESPINOSA,Primaria,VENUSTIANO CARRANZA,-99.11872222,19.414275,123,132,31.9697,6.8182,0,46.9697,62,132,66.6667,88,132,39.3939,52,132,18.9476,103,56.8182,75,132,1.5985,93.1818,123,132
09DPR4155R,GENARO GARCÍA,VESPERTINO,2024-2025 | 2025-2026,09DPR0051V,GENARO GARCÍA,Primaria,IZTAPALAPA,-99.073425,19.31105278,213,92,31.9565,2.1739,0,65.2174,60,92,56.5217,52,92,35.8696,33,92,18.9194,72,59.7826,55,92,1.5978,97.8261,90,92
09DPR2336N,LIC. MIGUEL SERRANO,MATUTINO,2024-2025 | 2025-2026,09DPR2338L,LIC. MIGUEL SERRANO,Primaria,CUAUHTÉMOC,-99.1342,19.43676944,137,104,31.9231,0,0,47.1154,49,104,69.2308,72,104,43.2692,45,104,18.6435,92,62.5,65,104,1.5962,100,104,104
09DPR2193G,EMPERADOR CUAUHTÉMOC,MATUTINO,2024-2025,09DPR2193G,EMPERADOR CUAUHTÉMOC,Primaria,GUSTAVO A. MADERO,-99.05802222,19.44798611,788,756,31.9048,37.963,0,35.8466,271,756,56.6138,428,756,29.1005,220,756,18.9819,469,45.6349,345,756,1.5952,62.037,469,756
09DPR4248G,ANTONIO CISNEROS Y CISNEROS,VESPERTINO,2024-2025 | 2025-2026,09DPR5006Q,ANTONIO CISNEROS Y CISNEROS,Primaria,GUSTAVO A. MADERO,-99.12429444,19.54795278,555,508,31.8898,33.8583,0,49.2126,250,508,53.937,274,508,22.4409,114,508,17.8803,335,47.2441,240,508,1.5945,66.1417,336,508
09DPR2597Z,PLAN DE IGUALA,MATUTINO,2025-2026,09DPR2597Z,PLAN DE IGUALA,Primaria,IZTAPALAPA,-99.06310833,19.36241944,319,140,31.8571,3.5714,0,60.7143,85,140,45.7143,64,140,49.2857,69,140,19.7223,130,57.1429,80,140,1.5929,96.4286,135,140
09DPR4002N,LUIS PENICHE VALLADO,MATUTINO,2024-2025,09DPR4002N,LUIS PENICHE VALLADO,Primaria,TLÁHUAC,-99.03741111,19.31199444,646,474,31.8565,11.6034,0,70.6751,335,474,30.8017,146,474,46.2025,219,474,19.5007,419,53.3755,253,474,1.5928,88.3966,419,474
09DPR1733F,CENTRO ESCOLAR MÉXICO,MATUTINO,2024-2025 | 2025-2026,09PPR1710Z,CENTRO ESCOLAR MÉXICO,Primaria,IZTAPALAPA,-98.99792,19.348589,269,208,31.8269,0,0,57.6923,120,208,56.7308,118,208,44.7115,93,208,19.6122,172,61.0577,127,208,1.5913,100,208,208
09DPR1531J,PRESIDENTE JUÁREZ,MATUTINO,2024-2025 | 2025-2026,09DPR1531J,PRESIDENTE JUÁREZ,Primaria,GUSTAVO A. MADERO,-99.16032778,19.51630833,476,537,31.8063,23.6499,0,43.7616,235,537,59.0317,317,537,32.5885,175,537,18.6697,380,50.4655,271,537,1.5903,76.3501,410,537
09DPR2470T,PROFR. RAFAEL LÓPEZ,MATUTINO,2024-2025 | 2025-2026,09DPR2470T,PROFR. RAFAEL LÓPEZ,Primaria,IZTAPALAPA,-98.99379444,19.36643056,305,234,31.7949,0.4274,0,64.5299,151,234,55.5556,130,234,38.4615,90,234,18.1872,227,55.1282,129,234,1.5897,99.5726,233,234
09DPR1128Z,GERTRUDIS ARMENDARIZ DE HIDALGO,MATUTINO,2024-2025 | 2025-2026,09DPR1128Z,GERTRUDIS ARMENDARIZ DE HIDALGO,Primaria,GUSTAVO A. MADERO,-99.14160833,19.54114722,474,514,31.7899,22.179,0,39.2996,202,514,62.8405,323,514,34.6304,178,514,18.9058,361,51.3619,264,514,1.5895,77.821,400,514
09DPR2673O,PROFR. RAMON ANDRADE CARMONA,MATUTINO,2024-2025 | 2025-2026,09DPR3270B,PROFR. RAMON ANDRADE CARMONA,Primaria,GUSTAVO A. MADERO,-99.13305833,19.56748611,641,696,31.7816,17.3851,0,55.0287,383,696,53.1609,370,696,33.3333,232,696,19.1472,485,54.023,376,696,1.5891,82.6149,575,696
09DPR1490Z,PROFR. EFREN VALENZUELA,MATUTINO,2024-2025 | 2025-2026,09DPR1490Z,PROFR. EFREN VALENZUELA,Primaria,GUSTAVO A. MADERO,-99.09144444,19.45439444,141,141,31.773,33.3333,0,33.3333,47,141,63.1206,89,141,29.078,41,141,18.5968,93,47.5177,67,141,1.5887,66.6667,94,141
09DPR2891B,MARÍA ENRIQUETA CAMARILLO,MATUTINO,2024-2025 | 2025-2026,09DPR2891B,MARÍA ENRIQUETA CAMARILLO,Primaria,IZTAPALAPA,-99.00199444,19.36436111,262,153,31.7647,0,0,47.0588,72,153,67.3203,103,153,44.4444,68,153,18.3276,152,57.5163,88,153,1.5882,100,153,153
09DPR0924P,REPÚBLICA DE VENEZUELA,MATUTINO,2024-2025 | 2025-2026,09DES0086D,REPÚBLICA DE VENEZUELA,Secundaria,IZTAPALAPA,-99.09195,19.35573611,313,267,31.7603,0.7491,0,54.3071,145,267,67.0412,179,267,36.7041,98,267,19.7316,206,58.0524,155,267,1.588,99.2509,265,267
09DPR2778I,MTRA. ROSARIO CASTELLANOS FIGUEROA,MATUTINO,2024-2025 | 2025-2026,09DPR2778I,MTRA. ROSARIO CASTELLANOS FIGUEROA,Primaria,AZCAPOTZALCO,-99.19055278,19.48863056,271,235,31.7447,30.6383,0,31.0638,73,235,65.1064,153,235,31.9149,75,235,18.6294,163,46.383,109,235,1.5872,69.3617,163,235
09DPR1048O,PEDRO ROMERO DE TERREROS,MATUTINO,2024-2025 | 2025-2026,09DPR1048O,PEDRO ROMERO DE TERREROS,Primaria,IZTACALCO,-99.06292778,19.41101389,466,443,31.7381,4.0632,0,52.3702,232,443,64.5598,286,443,37.6975,167,443,18.5981,369,57.1106,253,443,1.5869,95.9368,425,443
09DPR1458R,TEZOZOMOC,MATUTINO,2024-2025 | 2025-2026,09DBN0117O,TEZOZOMOC,Primaria,GUSTAVO A. MADERO,-99.09321389,19.49100556,400,610,31.7377,44.918,0,43.4426,265,610,47.7049,291,610,22.623,138,610,19.1748,333,45.2459,276,610,1.5869,55.082,336,610
09DPR2235P,LEGION AMERICANA,MATUTINO,2024-2025 | 2025-2026,09DPR2235P,LEGION AMERICANA,Primaria,TLALPAN,-99.18150278,19.23320833,638,596,31.7114,0.5034,0,69.9664,417,596,45.9732,274,596,42.1141,251,596,19.0745,552,55.3691,330,596,1.5856,99.4966,593,596
09DPR2068I,ITZCOATL,MATUTINO,2024-2025,09DPR5012A,ITZCOATL,Primaria,XOCHIMILCO,-99.09598056,19.24245,433,363,31.6804,3.0303,0,60.6061,220,363,45.1791,164,363,49.5868,180,363,19.3994,352,52.6171,191,363,1.584,96.9697,352,363
09DPR2229E,MAESTROS DE MÉXICO,MATUTINO,2024-2025 | 2025-2026,09DPR2230U,MAESTROS DE MÉXICO,Primaria,CUAJIMALPA DE MORELOS,-99.28223333,19.34231667,318,348,31.6667,8.6207,0,64.6552,225,348,41.092,143,348,43.9655,153,348,20.2208,317,49.4253,172,348,1.5833,91.3793,318,348
09DPR1556S,LIC. LAURO G. CALOCA,VESPERTINO,2024-2025 | 2025-2026,09DPR1556S,LIC. LAURO G. CALOCA,Primaria,GUSTAVO A. MADERO,-99.10557222,19.486975,92,120,31.6667,13.3333,0,55.8333,67,120,60.8333,73,120,28.3333,34,120,19.0088,91,56.6667,68,120,1.5833,86.6667,104,120
09DPR1120H,GRAL. PLUTARCO ELIAS CALLES,MATUTINO,2024-2025 | 2025-2026,09DPR1120H,GRAL. PLUTARCO ELIAS CALLES,Primaria,MIGUEL HIDALGO,-99.21808056,19.44479444,172,163,31.6564,0,0,53.3742,87,163,67.4847,110,163,37.4233,61,163,18.8921,139,58.8957,96,163,1.5828,100,163,163
09DPR2195E,FORJADORES DE LA CULTURA,MATUTINO,2024-2025 | 2025-2026,09DPR2195E,FORJADORES DE LA CULTURA,Primaria,GUSTAVO A. MADERO,-99.087525,19.45756944,411,393,31.6539,10.1781,0,46.5649,183,393,64.8855,255,393,36.6412,144,393,19.4086,324,53.944,212,393,1.5827,89.8219,353,393
09DPR2411D,DOLORES CORREA ZAPATA,MATUTINO,2025-2026,09DPR2411D,DOLORES CORREA ZAPATA,Primaria,CUAUHTÉMOC,-99.13629167,19.44509722,134,117,31.6239,0,0,68.3761,80,117,54.7009,64,117,35.0427,41,117,17.9733,101,56.4103,66,117,1.5812,100,117,117
09DPR2083A,TONALAMATL,MATUTINO,2024-2025 | 2025-2026,09DPR2083A,TONALAMATL,Primaria,IZTACALCO,-99.1097,19.39341389,283,248,31.6129,1.2097,0,45.5645,113,248,70.1613,174,248,41.129,102,248,19.7592,191,60.8871,151,248,1.5806,98.7903,245,248
09DPR1033M,REPÚBLICA ARABE UNIDA,VESPERTINO,2024-2025 | 2025-2026,09DPR1033M,REPÚBLICA ARABE UNIDA,Primaria,VENUSTIANO CARRANZA,-99.06414167,19.427875,93,81,31.6049,0,0,67.9012,55,81,53.0864,43,81,37.037,30,81,18.6081,74,54.321,44,81,1.5802,100,81,81
09DPR5097Y,PROFR. JUAN RAMÍREZ MARQUEZ,VESPERTINO,2024-2025 | 2025-2026,09DPR5097Y,PROFR. JUAN RAMÍREZ MARQUEZ,Primaria,IZTAPALAPA,-99.02914444,19.34785,290,207,31.5942,1.4493,0,57.4879,119,207,63.7681,132,207,35.2657,73,207,18.6203,172,57.971,120,207,1.5797,98.5507,204,207
09DPR1208L,PROFR. ANTONIO BARBOSA HELDT,MATUTINO,2024-2025 | 2025-2026,09DPR1208L,PROFR. ANTONIO BARBOSA HELDT,Primaria,IZTAPALAPA,-99.13020556,19.36930556,160,114,31.5789,0.8772,0,65.7895,75,114,40.3509,46,114,50.8772,58,114,19.5922,102,56.1404,64,114,1.5789,99.1228,113,114
09DPR2937G,HERMANOS SERDAN,VESPERTINO,2024-2025 | 2025-2026,09DPR2680Y,HERMANOS SERDAN,Primaria,IZTAPALAPA,-99.01268889,19.34476389,247,121,31.5702,2.4793,0,64.4628,78,121,56.1983,68,121,34.7107,42,121,18.1276,116,53.719,65,121,1.5785,97.5207,118,121
09DPR0117N,LIC. ADOLFO LÓPEZ MATEOS,MATUTINO,2024-2025 | 2025-2026,09PES0434Z,LIC. ADOLFO LÓPEZ MATEOS,Secundaria,IZTAPALAPA,-99.125843,19.376084,305,362,31.547,32.3204,0,45.3039,164,362,53.5912,194,362,26.5193,96,362,18.693,214,48.3425,175,362,1.5773,67.6796,245,362
09DPR3039U,FRANCISCO DEL PASO Y TRONCOSO,VESPERTINO,2024-2025 | 2025-2026,09DPR2764F,FRANCISCO DEL PASO Y TRONCOSO,Primaria,IZTAPALAPA,-99.07276667,19.30278333,175,97,31.5464,3.0928,0,62.8866,61,97,51.5464,50,97,40.2062,39,97,18.7226,93,49.4845,48,97,1.5773,96.9072,94,97
09DPR2086Y,GUILLERMO BONILLA S.,VESPERTINO,2024-2025 | 2025-2026,09DPR1091C,GUILLERMO BONILLA S.,Primaria,IZTACALCO,-99.06549444,19.38488333,188,149,31.5436,0,0,67.7852,101,149,49.6644,74,149,40.2685,60,149,18.9489,139,53.6913,80,149,1.5772,100,149,149
09DPR2835J,LIC. ALVARO GALVEZ Y FUENTES,VESPERTINO,2025-2026,09DJN0217W,LIC. ALVARO GALVEZ Y FUENTES,Preescolar,AZCAPOTZALCO,-99.15388056,19.47079444,94,52,31.5385,0,0,61.5385,32,52,55.7692,29,52,40.3846,21,52,18.6404,52,55.7692,29,52,1.5769,100,52,52
09DPR2385W,JULIO ZARATE,VESPERTINO,2024-2025 | 2025-2026,09DPR2386V,JULIO ZARATE,Primaria,VENUSTIANO CARRANZA,-99.11955278,19.44046944,100,85,31.5294,5.8824,0,61.1765,52,85,54.1176,46,85,36.4706,31,85,18.9306,62,58.8235,50,85,1.5765,94.1176,80,85
09DPR1010B,VOCEADORES DE MÉXICO,MATUTINO,2024-2025 | 2025-2026,09DPR1010B,VOCEADORES DE MÉXICO,Primaria,IZTAPALAPA,-99.03273056,19.38782778,362,347,31.5274,0,0,49.2795,171,347,68.5879,238,347,39.7695,138,347,19.2354,311,55.6196,193,347,1.5764,100,347,347
09DPR4183N,JULIO CORTAZAR,VESPERTINO,2025-2026,09DBS0048D,JULIO CORTAZAR,Adultos - Secundaria,IZTAPALAPA,-99.03822222,19.38457778,42,59,31.5254,0,0,59.322,35,59,52.5424,31,59,45.7627,27,59,20.8128,47,62.7119,37,59,1.5763,100,59,59
09DPR2454B,FRANCISCO GINER DE LOS RIOS,MATUTINO,2024-2025 | 2025-2026,09DBN0099P,FRANCISCO GINER DE LOS RIOS,Primaria,CUAUHTÉMOC,-99.13886389,19.41193611,427,394,31.5228,0.2538,0,46.4467,183,394,65.2284,257,394,45.6853,180,394,19.9973,333,56.3452,222,394,1.5761,99.7462,393,394
09DPR4250V,NIÑOS HEROES,VESPERTINO,2024-2025,09PJN3382U,NIÑOS HEROES,Preescolar,IZTAPALAPA,-99.008727,19.338357,166,165,31.5152,12.1212,0,56.9697,94,165,55.1515,91,165,33.3333,55,165,18.2862,145,50.9091,84,165,1.5758,87.8788,145,165
09DPR5127B,MEDICO BERNARDO SEPULVEDA GUTIERREZ,MATUTINO,2024-2025 | 2025-2026,09DPR5127B,MEDICO BERNARDO SEPULVEDA GUTIERREZ,Primaria,LA MAGDALENA CONTRERAS,-99.26652222,19.30593889,238,249,31.4859,16.8675,0,44.1767,110,249,54.6185,136,249,41.7671,104,249,18.7237,207,49.3976,123,249,1.5743,83.1325,207,249
09DPR1032N,REPÚBLICA DE PERU,MATUTINO,2024-2025 | 2025-2026,09DJN0736F,REPÚBLICA DE PERU,Preescolar,GUSTAVO A. MADERO,-99.10100556,19.45396111,229,202,31.4851,3.4653,0,46.5347,94,202,69.3069,140,202,38.1188,77,202,19.397,168,56.4356,114,202,1.5743,96.5347,195,202
09DPR0990O,CLUB DE LEONES NUMERO 2,MATUTINO,2025-2026,09DPR0990O,CLUB DE LEONES NUMERO 2,Primaria,VENUSTIANO CARRANZA,-99.09156667,19.44745556,200,183,31.4754,2.1858,0,40.4372,74,183,69.3989,127,183,45.3552,83,183,19.1131,160,55.7377,102,183,1.5738,97.8142,179,183
09DPR2441Y,FRAY LUIS DE LEON,MATUTINO,2024-2025 | 2025-2026,09DPR2441Y,FRAY LUIS DE LEON,Primaria,CUAUHTÉMOC,-99.14636667,19.44226667,259,244,31.4754,0,0,62.2951,152,244,61.8852,151,244,33.1967,81,244,19.3153,176,63.5246,155,244,1.5738,100,244,244
09DPR2167I,KOWEIT,MATUTINO,2024-2025 | 2025-2026,09DPR2167I,KOWEIT,Primaria,GUSTAVO A. MADERO,-99.07586111,19.49757222,330,375,31.4667,29.8667,0,41.6,156,375,56,210,375,29.8667,112,375,18.5772,259,46.4,174,375,1.5733,70.1333,263,375
09DPR1459Q,FRANCISCO ZARCO,MATUTINO,2024-2025 | 2025-2026,09DPR1459Q,FRANCISCO ZARCO,Primaria,GUSTAVO A. MADERO,-99.16025556,19.52395556,415,440,31.4545,12.0455,0,48.1818,212,440,60.2273,265,440,36.8182,162,440,18.186,336,55.2273,243,440,1.5727,87.9545,387,440
09DPR1093A,ALBERTO M. ALVARADO,MATUTINO,2025-2026,09DPR1093A,ALBERTO M. ALVARADO,Primaria,MIGUEL HIDALGO,-99.22964722,19.39553611,189,180,31.4444,0,0,50.5556,91,180,66.6667,120,180,40,72,180,18.5562,169,60,108,180,1.5722,100,180,180
09DPR2318Y,NIÑO JESUS GUARNEROS,MATUTINO,2024-2025 | 2025-2026,09DPR2318Y,NIÑO JESUS GUARNEROS,Primaria,VENUSTIANO CARRANZA,-99.11390833,19.44551944,505,465,31.4409,11.3978,0,36.9892,172,465,66.8817,311,465,41.9355,195,465,19.1693,410,51.6129,240,465,1.572,88.6022,412,465
09DPR0112S,PROFR. RAMIRO SÁNCHEZ LÓPEZ,MATUTINO,2024-2025 | 2025-2026,09DPR0112S,PROFR. RAMIRO SÁNCHEZ LÓPEZ,Primaria,IZTAPALAPA,-99.02755833,19.33089722,664,619,31.4378,0.3231,0,56.5428,350,619,55.5735,344,619,44.7496,277,619,19.1675,557,55.412,343,619,1.5719,99.6769,617,619
09DPR0998G,CALMECAC,MATUTINO,2024-2025 | 2025-2026,09PJN4582Z,CALMECAC,Preescolar,IZTAPALAPA,-99.088725,19.35324,452,446,31.435,1.7937,0,41.2556,184,446,75.3363,336,446,38.7892,173,446,18.7402,388,58.0717,259,446,1.5717,98.2063,438,446
09DPR1448K,FUERTE DE LORETO,VESPERTINO,2024-2025 | 2025-2026,09DPR1450Z,FUERTE DE LORETO,Primaria,GUSTAVO A. MADERO,-99.12859722,19.51777778,241,245,31.4286,22.449,0,47.3469,116,245,61.6327,151,245,25.7143,63,245,18.4719,160,53.0612,130,245,1.5714,77.551,190,245
09DPR1425Z,LIC. JUAN ANTONIO DE LA FUENTE,VESPERTINO,2024-2025 | 2025-2026,09DPR1425Z,LIC. JUAN ANTONIO DE LA FUENTE,Primaria,GUSTAVO A. MADERO,-99.13038889,19.47660278,216,217,31.4286,33.6406,0,47.9263,104,217,51.1521,111,217,24.424,53,217,18.0972,143,45.6221,99,217,1.5714,66.3594,144,217
09DPR1327Z,ESTADO DE COLIMA,MATUTINO,2025-2026,09DPR1327Z,ESTADO DE COLIMA,Primaria,IZTAPALAPA,-99.07557778,19.37081667,486,324,31.4198,2.1605,0,54.9383,178,324,52.7778,171,324,47.2222,153,324,18.8678,314,50.9259,165,324,1.571,97.8395,317,324
09DPR0917F,SIMON BOLIVAR,MATUTINO,2024-2025 | 2025-2026,09DPR1027B,SIMON BOLIVAR,Primaria,VENUSTIANO CARRANZA,-99.09755833,19.44791111,227,200,31.4,0.5,0,49.5,99,200,63.5,127,200,43.5,87,200,19.5598,169,55,110,200,1.57,99.5,199,200
09DPR2244X,REPÚBLICA DE NIGERIA,MATUTINO,2024-2025 | 2025-2026,09DPR2244X,REPÚBLICA DE NIGERIA,Primaria,VENUSTIANO CARRANZA,-99.10571667,19.42325556,400,365,31.3973,0.5479,0,39.1781,143,365,77.8082,284,365,39.4521,144,365,18.8404,317,56.9863,208,365,1.5699,99.4521,363,365
09DPR1076K,JOSÉ MARÍA MERCADO,MATUTINO,2024-2025 | 2025-2026,09DPR1075L,JOSÉ MARÍA MERCADO,Primaria,IZTAPALAPA,-99.04866944,19.39513611,627,481,31.3929,0,0,49.4802,238,481,67.3597,324,481,40.1247,193,481,19.247,436,55.0936,265,481,1.5696,100,481,481
09DPR2354C,REPÚBLICA DE ARGENTINA,MATUTINO,2024-2025 | 2025-2026,09DPR2354C,REPÚBLICA DE ARGENTINA,Primaria,CUAUHTÉMOC,-99.13143333,19.43970833,157,151,31.3907,2.649,0,60.9272,92,151,63.5762,96,151,29.8013,45,151,19.0179,112,62.9139,95,151,1.5695,97.351,147,151
09DPR1626X,TIERRA Y LIBERTAD,MATUTINO,2024-2025 | 2025-2026,09DPR5083V,TIERRA Y LIBERTAD,Primaria,IZTAPALAPA,-98.99007778,19.35247778,295,311,31.3826,23.4727,0,37.299,116,311,63.3441,197,311,32.7974,102,311,19.1437,213,50.8039,158,311,1.5691,76.5273,238,311
09DPR1402P,LA PRADERA,VESPERTINO,2024-2025 | 2025-2026,09DJN0296Z,LA PRADERA,Preescolar,GUSTAVO A. MADERO,-99.06830833,19.474375,97,102,31.3725,40.1961,0,43.1373,44,102,50,51,102,23.5294,24,102,18.3,61,46.0784,47,102,1.5686,59.8039,61,102
09DPR2373R,ARQ. MANUEL TOLSA,MATUTINO,2024-2025 | 2025-2026,09DPR2373R,ARQ. MANUEL TOLSA,Primaria,VENUSTIANO CARRANZA,-99.11286667,19.4454,285,206,31.3592,0,0,46.6019,96,206,69.4175,143,206,40.7767,84,206,19.4394,160,61.165,126,206,1.568,100,206,206
09DPR3219E,BELICE,MATUTINO,2024-2025 | 2025-2026,09DPR3219E,BELICE,Primaria,GUSTAVO A. MADERO,-99.08775556,19.50311944,443,503,31.332,11.9284,0,47.1173,237,503,62.4254,314,503,35.1889,177,503,18.7368,386,53.8767,271,503,1.5666,88.0716,443,503
09DPR1721A,ESTADO DE HIDALGO,MATUTINO,2024-2025 | 2025-2026,09DBN0050X,ESTADO DE HIDALGO,Primaria,MIGUEL HIDALGO,-99.17797778,19.44349722,908,896,31.2946,0.1116,0,48.6607,436,896,66.7411,598,896,40.9598,367,896,18.9585,813,56.808,509,896,1.5647,99.8884,895,896
09DPR1720B,ESTADO DE GUERRERO,MATUTINO,2024-2025 | 2025-2026,09DPR1720B,ESTADO DE GUERRERO,Primaria,MIGUEL HIDALGO,-99.19202222,19.45445556,152,142,31.2676,2.1127,0,54.2254,77,142,66.9014,95,142,33.0986,47,142,18.3553,114,59.8592,85,142,1.5634,97.8873,139,142
09DPR2372S,GRAL. MIGUEL ALEMAN,VESPERTINO,2024-2025 | 2025-2026,09DPR2372S,GRAL. MIGUEL ALEMAN,Primaria,VENUSTIANO CARRANZA,-99.12265833,19.44278056,119,96,31.25,46.875,0,43.75,42,96,39.5833,38,96,26.0417,25,96,19.5843,51,42.7083,41,96,1.5625,53.125,51,96
09DPR1043T,PUEBLA DE ZARAGOZA,MATUTINO,2025-2026,09DPR1043T,PUEBLA DE ZARAGOZA,Primaria,IZTACALCO,-99.08024722,19.40608611,315,274,31.2409,0,0,47.4453,130,274,73.3577,201,274,35.4015,97,274,19.1349,218,60.219,165,274,1.562,100,274,274
09DPR2012G,LEYES DE REFORMA DEL 57,MATUTINO,2024-2025 | 2025-2026,09DPR2012G,LEYES DE REFORMA DEL 57,Primaria,TLALPAN,-99.200775,19.22625556,941,799,31.239,0.2503,0,63.0788,504,799,54.3179,434,799,38.5482,308,799,18.5159,698,55.6946,445,799,1.562,99.7497,797,799
09DPR1553V,PROFR. MELITON GUZMÁN ROMERO,MATUTINO,2024-2025 | 2025-2026,09DPR1553V,PROFR. MELITON GUZMÁN ROMERO,Primaria,GUSTAVO A. MADERO,-99.11616111,19.47216111,308,323,31.2074,21.9814,0,44.2724,143,323,56.6563,183,323,33.1269,107,323,20.2025,198,51.0836,165,323,1.5604,78.0186,252,323
09DPR2265J,REPÚBLICA DE GUINEA,MATUTINO,2024-2025 | 2025-2026,09DPR2266I,REPÚBLICA DE GUINEA,Primaria,IZTAPALAPA,-99.0716,19.34188056,293,143,31.1888,0.6993,0,48.951,70,143,61.5385,88,143,44.7552,64,143,18.8478,136,54.5455,78,143,1.5594,99.3007,142,143
09DPR2987O,PRINCIPADO DE MONACO,VESPERTINO,2024-2025,09DPR2987O,PRINCIPADO DE MONACO,Primaria,TLÁHUAC,-99.01326389,19.29400278,243,145,31.1724,2.7586,0,55.1724,80,145,51.0345,74,145,46.8966,68,145,19.8881,143,52.4138,76,145,1.5586,97.2414,141,145
09DPR2028H,CARLOS GARCÍA,MATUTINO,2024-2025 | 2025-2026,09DPR2720I,CARLOS GARCÍA,Primaria,XOCHIMILCO,-99.09308333,19.24390556,409,333,31.1712,3.3033,0,64.5646,215,333,52.5526,175,333,35.4354,118,333,18.036,322,50.7508,169,333,1.5586,96.6967,322,333
09DPR5042V,MACUILXOCHITZIN,MATUTINO,2024-2025 | 2025-2026,09DPR5042V,MACUILXOCHITZIN,Primaria,IZTAPALAPA,-99.02705278,19.3281,494,362,31.1602,0,0,52.2099,189,362,59.6685,216,362,43.9227,159,362,18.8478,358,54.6961,198,362,1.558,100,362,362
09DIX0036D,ESCUELA DE PARTICIPACIÓN SOCIAL NUMERO 6,MATUTINO,2025-2026,09DIX0036D,ESCUELA DE PARTICIPACIÓN SOCIAL NUMERO 6,Primaria,CUAUHTÉMOC,-99.13441944,19.40378611,245,176,31.1364,0,0,53.9773,95,176,71.5909,126,176,30.1136,53,176,18.2151,146,57.9545,102,176,1.5568,100,176,176
09DPR2617W,ROBERTO KOCH,VESPERTINO,2025-2026,09DJN0525B,ROBERTO KOCH,Preescolar,AZCAPOTZALCO,-99.14963056,19.47589167,98,81,31.1111,0,0,50.6173,41,81,67.9012,55,81,37.037,30,81,19.5576,66,59.2593,48,81,1.5556,100,81,81
09DPR2175R,REPÚBLICA DE BIRMANIA,MATUTINO,2024-2025 | 2025-2026,09DPR2176Q,REPÚBLICA DE BIRMANIA,Primaria,GUSTAVO A. MADERO,-99.06849444,19.47458056,301,261,31.1111,36.7816,0,29.5019,77,261,55.5556,145,261,33.7165,88,261,19.2733,165,45.977,120,261,1.5556,63.2184,165,261
09DPR1085S,HERMENEGILDO GALEANA,MATUTINO,2025-2026,09DJN0868X,HERMENEGILDO GALEANA,Preescolar,IZTAPALAPA,-99.0242,19.37329722,131,126,31.1111,23.0159,0,53.9683,68,126,50.7937,64,126,27.7778,35,126,18.4021,94,44.4444,56,126,1.5556,76.9841,97,126
09DPR2073U,IGNACIO RAMÍREZ,MATUTINO,2024-2025 | 2025-2026,09DJN0782R,IGNACIO RAMÍREZ,Preescolar,IZTAPALAPA,-99.04370833,19.39286944,450,361,31.0803,18.0055,0,60.1108,217,361,36.8421,133,361,40.4432,146,361,19.3158,297,48.7535,176,361,1.554,81.9945,296,361
09DPR2381Z,PROFRA. GUADALUPE MAYOL DE GONZÁLEZ,MATUTINO,2025-2026,09DPR2381Z,PROFRA. GUADALUPE MAYOL DE GONZÁLEZ,Primaria,CUAUHTÉMOC,-99.13279722,19.46161389,193,186,31.0753,5.3763,0,43.5484,81,186,65.0538,121,186,41.3978,77,186,19.1024,169,51.6129,96,186,1.5538,94.6237,176,186
09DPR1633G,NORMAN E. BORLAUG,MATUTINO,2024-2025 | 2025-2026,09DPR1633G,NORMAN E. BORLAUG,Primaria,AZCAPOTZALCO,-99.21329167,19.48395,427,510,31.0588,38.8235,0,30.5882,156,510,52.3529,267,510,33.5294,171,510,20.0466,296,44.7059,228,510,1.5529,61.1765,312,510
