CVE_ESCUELA_ATENCION,NOM_ESCUELA_ATENCION,REF_TURNO_ATENCION,REF_CICLO_ESCOLAR,prioridad_atencion,pct_incompleto,pct_caries,pct_visual,pct_sobrepeso_obesidad,imc_promedio,NUM_MATRICULA_TOTAL_ESCUELA_x,alertas_promedio,NUM_MATRICULA_TOTAL_ESCUELA_y,CLAVECCT,NOMBRE,longitud,latitud,alcaldia,NIVEL,completitud
09DPR2373R,ARQ. MANUEL TOLSA,MATUTINO,2024-2025 | 2025-2026,31.3592,0.0,46.6019,69.4175,40.7767,19.4394,285.0,61.165,285,09DPR2373R,ARQ. MANUEL TOLSA,-99.11286667,19.4454,VENUSTIANO CARRANZA,Primaria,100.0
09DPR3219E,BELICE,MATUTINO,2024-2025 | 2025-2026,31.332,11.9284,47.1173,62.4254,35.1889,,,53.8767,443,09DPR3219E,BELICE,-99.08775556,19.50311944,GUSTAVO A. MADERO,Primaria,88.0716
09DPR1721A,ESTADO DE HIDALGO,MATUTINO,2024-2025 | 2025-2026,31.2946,0.1116,48.6607,66.7411,40.9598,18.9585,908.0,56.808,908,09DBN0050X,ESTADO DE HIDALGO,-99.17797778,19.44349722,MIGUEL HIDALGO,Primaria,99.8884
09DPR1720B,ESTADO DE GUERRERO,MATUTINO,2024-2025 | 2025-2026,31.2676,2.1127,54.2254,66.9014,33.0986,18.3553,152.0,59.8592,152,09DPR1720B,ESTADO DE GUERRERO,-99.19202222,19.45445556,MIGUEL HIDALGO,Primaria,97.8873
09DPR2372S,GRAL. MIGUEL ALEMAN,VESPERTINO,2024-2025 | 2025-2026,31.25,46.875,43.75,39.5833,26.0417,19.5843,119.0,42.7083,119,09DPR2372S,GRAL. MIGUEL ALEMAN,-99.12265833,19.44278056,VENUSTIANO CARRANZA,Primaria,53.125
09DPR1043T,PUEBLA DE ZARAGOZA,MATUTINO,2025-2026,31.2409,0.0,47.4453,73.3577,35.4015,19.1349,315.0,60.219,315,09DPR1043T,PUEBLA DE ZARAGOZA,-99.08024722,19.40608611,IZTACALCO,Primaria,100.0
09DPR2012G,LEYES DE REFORMA DEL 57,MATUTINO,2024-2025 | 2025-2026,31.239,0.2503,63.0788,54.3179,38.5482,18.5159,941.0,55.6946,941,09DPR2012G,LEYES DE REFORMA DEL 57,-99.200775,19.22625556,TLALPAN,Primaria,99.7497
09DPR1553V,PROFR. MELITON GUZMÁN ROMERO,MATUTINO,2024-2025 | 2025-2026,31.2074,21.9814,44.2724,56.6563,33.1269,,,51.0836,308,09DPR1553V,PROFR. MELITON GUZMÁN ROMERO,-99.11616111,19.47216111,GUSTAVO A. MADERO,Primaria,78.01859999999999
09DPR2265J,REPÚBLICA DE GUINEA,MATUTINO,2024-2025 | 2025-2026,31.1888,0.6993,48.951,61.5385,44.7552,,,54.5455,293,09DPR2266I,REPÚBLICA DE GUINEA,-99.0716,19.34188056,IZTAPALAPA,Primaria,99.3007
09DPR2987O,PRINCIPADO DE MONACO,VESPERTINO,2024-2025,31.1724,2.7586,55.1724,51.0345,46.8966,19.8881,243.0,52.4138,243,09DPR2987O,PRINCIPADO DE MONACO,-99.01326389,19.29400278,TLÁHUAC,Primaria,97.2414
09DPR2028H,CARLOS GARCÍA,MATUTINO,2024-2025 | 2025-2026,31.1712,3.3033,64.5646,52.5526,35.4354,18.036,409.0,50.7508,409,09DPR2720I,CARLOS GARCÍA,-99.09308333,19.24390556,XOCHIMILCO,Primaria,96.69669999999999
09DPR5042V,MACUILXOCHITZIN,MATUTINO,2024-2025 | 2025-2026,31.1602,0.0,52.2099,59.6685,43.9227,18.8478,494.0,54.6961,494,09DPR5042V,MACUILXOCHITZIN,-99.02705278,19.3281,IZTAPALAPA,Primaria,100.0
09DIX0036D,ESCUELA DE PARTICIPACIÓN SOCIAL NUMERO 6,MATUTINO,2025-2026,31.1364,0.0,53.9773,71.5909,30.1136,18.2151,245.0,57.9545,245,09DIX0036D,ESCUELA DE PARTICIPACIÓN SOCIAL NUMERO 6,-99.13441944,19.40378611,CUAUHTÉMOC,Primaria,100.0
09DPR2617W,ROBERTO KOCH,VESPERTINO,2025-2026,31.1111,0.0,50.6173,67.9012,37.037,19.5576,98.0,59.2593,98,09DJN0525B,ROBERTO KOCH,-99.14963056,19.47589167,AZCAPOTZALCO,Preescolar,100.0
09DPR2175R,REPÚBLICA DE BIRMANIA,MATUTINO,2024-2025 | 2025-2026,31.1111,36.7816,29.5019,55.5556,33.7165,19.2733,301.0,45.977,301,09DPR2176Q,REPÚBLICA DE BIRMANIA,-99.06849444,19.47458056,GUSTAVO A. MADERO,Primaria,63.2184
09DPR1085S,HERMENEGILDO GALEANA,MATUTINO,2025-2026,31.1111,23.0159,53.9683,50.7937,27.7778,18.4021,131.0,44.4444,131,09DJN0868X,HERMENEGILDO GALEANA,-99.0242,19.37329722,IZTAPALAPA,Preescolar,76.9841
09DPR2073U,IGNACIO RAMÍREZ,MATUTINO,2024-2025 | 2025-2026,31.0803,18.0055,60.1108,36.8421,40.4432,19.3158,450.0,48.7535,450,09DJN0782R,IGNACIO RAMÍREZ,-99.04370833,19.39286944,IZTAPALAPA,Preescolar,81.9945
09DPR2381Z,PROFRA. GUADALUPE MAYOL DE GONZÁLEZ,MATUTINO,2025-2026,31.0753,5.3763,43.5484,65.0538,41.3978,19.1024,193.0,51.6129,193,09DPR2381Z,PROFRA. GUADALUPE MAYOL DE GONZÁLEZ,-99.13279722,19.46161389,CUAUHTÉMOC,Primaria,94.6237
09DPR1633G,NORMAN E. BORLAUG,MATUTINO,2024-2025 | 2025-2026,31.0588,38.8235,30.5882,52.3529,33.5294,,,44.7059,427,09DPR1633G,NORMAN E. BORLAUG,-99.21329167,19.48395,AZCAPOTZALCO,Primaria,61.1765
09DPR0105I,PROFR. BRUNO MARTÍNEZ,MATUTINO,2025-2026,31.0526,0.5848,48.538,57.8947,48.2456,19.4302,493.0,52.6316,493,09DPR0105I,PROFR. BRUNO MARTÍNEZ,-99.02033056,19.33008056,IZTAPALAPA,Primaria,99.4152
09DPR0964Q,LIC. FERNANDO CASAS ALEMAN,MATUTINO,2025-2026,31.0448,0.0,41.791,67.1642,46.2687,19.4835,185.0,50.7463,185,09DPR0965P,LIC. FERNANDO CASAS ALEMAN,-99.09217778,19.44783611,VENUSTIANO CARRANZA,Primaria,100.0
09DPR2438K,ESTADO DE MICHOACÁN,VESPERTINO,2024-2025 | 2025-2026,31.039,30.5195,56.4935,39.6104,28.5714,18.7406,161.0,45.4545,161,09DJN0245S,ESTADO DE MICHOACAN,-99.13014444,19.46014167,CUAUHTÉMOC,Preescolar,69.4805
09DPR2331S,REPÚBLICA DOMINICANA,MATUTINO,2024-2025 | 2025-2026,31.0326,0.0,60.8696,54.3478,39.9457,18.8702,383.0,57.6087,383,09DPR2331S,REPÚBLICA DOMINICANA,-99.13023056,19.45037222,CUAUHTÉMOC,Primaria,100.0
09DPR1513U,CONSTITUCIÓN DE APATZINGÁN,MATUTINO,2024-2025 | 2025-2026,31.0303,13.0303,40.303,69.0909,32.7273,18.5522,308.0,54.8485,308,09DPR1513U,CONSTITUCIÓN DE APATZINGÁN,-99.08555278,19.48094444,GUSTAVO A. MADERO,Primaria,86.9697
09DPR1325A,LIC. EDUARDO NOVOA,MATUTINO,2024-2025 | 2025-2026,31.0227,0.5682,63.0682,47.7273,43.75,,,52.8409,277,09DPR1323C,LIC. EDUARDO NOVOA,-99.146625,19.36449444,BENITO JUÁREZ,Primaria,99.4318
09DPR2782V,TLACAELEL,VESPERTINO,2024-2025,31.0112,11.236,50.5618,46.0674,47.191,20.2519,161.0,49.4382,161,09DPR2782V,TLACAELEL,-99.05723333,19.29519722,TLÁHUAC,Primaria,88.764
09DPR1495V,DR. ATL,MATUTINO,2024-2025 | 2025-2026,31.0092,15.9633,35.0459,66.055,37.9817,18.6935,475.0,49.3578,475,09DJN1325K,DR. ATL,-99.05149722,19.36781389,IZTAPALAPA,Preescolar,84.0367
09DPR5148O,DR. EDUARDO LICEAGA,VESPERTINO,2024-2025 | 2025-2026,31.0067,14.7651,57.047,52.349,30.8725,,,52.349,169,09DPR5125D,DR. EDUARDO LICEAGA,-99.27000556,19.3029,LA MAGDALENA CONTRERAS,Primaria,85.2349
09DPR1518P,CLUB DE LEONES NUMERO 6,VESPERTINO,2024-2025 | 2025-2026,31.0,11.25,53.75,55.0,35.0,,,50.0,76,09DPR1522B,CLUB DE LEONES NUMERO 6,-99.08781944,19.47690833,GUSTAVO A. MADERO,Primaria,88.75
09DPR1368Z,MANUEL AVILA CAMACHO,MATUTINO,2024-2025 | 2025-2026,31.0,21.8182,47.7273,51.3636,34.0909,,,48.1818,231,09DPR1368Z,MANUEL AVILA CAMACHO,-99.10111389,19.46501667,GUSTAVO A. MADERO,Primaria,78.1818
09DPR1643N,REPÚBLICA DE GHANA,MATUTINO,2024-2025 | 2025-2026,30.9756,21.1382,45.5285,54.4715,33.7398,18.5274,231.0,50.813,231,09DPR1643N,REPÚBLICA DE GHANA,-99.19677222,19.47573056,AZCAPOTZALCO,Primaria,78.8618
09DPR3126P,EL SEGURO DEL MAESTRO,MATUTINO,2024-2025 | 2025-2026,30.9756,9.3496,44.7154,60.1626,40.6504,18.7072,318.0,52.0325,318,09DPR3126P,EL SEGURO DEL MAESTRO,-98.9953,19.36238611,IZTAPALAPA,Primaria,90.6504
09DPR1588K,REPÚBLICA DE CHILE,MATUTINO,2024-2025,30.9744,19.4872,43.0769,64.1026,28.2051,17.4652,219.0,48.7179,219,09DPR1588K,REPÚBLICA DE CHILE,-99.14520833,19.47926111,GUSTAVO A. MADERO,Primaria,80.5128
09DPR2735K,RAMÓN LÓPEZ VELARDE,MATUTINO,2024-2025 | 2025-2026,30.9709,16.2621,36.165,66.0194,36.4078,,,51.699,389,09DPR2735K,RAMÓN LÓPEZ VELARDE,-99.08513611,19.49048889,GUSTAVO A. MADERO,Primaria,83.7379
09DPR1897P,ENRIQUE RODRÍGUEZ CANO,VESPERTINO,2024-2025 | 2025-2026,30.9639,3.6145,47.5904,65.6627,37.9518,,,46.988,220,09DPR1896Q,ENRIQUE RODRÍGUEZ CANO,-99.24500556,19.29744167,LA MAGDALENA CONTRERAS,Primaria,96.3855
09DPR4010W,KYOTO,MATUTINO,2024-2025 | 2025-2026,30.963,28.8889,27.4074,66.6667,31.8519,,,46.6667,143,09DPR4010W,KYOTO,-99.19688056,19.490525,AZCAPOTZALCO,Primaria,71.1111
09DPR3263S,PROFR. GAUDENCIO PERAZA,VESPERTINO,2024-2025 | 2025-2026,30.963,2.2222,45.9259,73.3333,33.3333,18.9992,208.0,58.5185,208,09DPR3263S,PROFR. GAUDENCIO PERAZA,-98.98970278,19.34816944,IZTAPALAPA,Primaria,97.7778
09DPR1164E,IGNACIO ZARAGOZA,MATUTINO,2024-2025 | 2025-2026,30.9512,20.8226,43.7018,51.928,38.3033,18.842,424.0,46.2725,424,09DJN0338H,IGNACIO ZARAGOZA,-99.05023889,19.38713056,IZTAPALAPA,Preescolar,79.1774
09DPR1433I,DR. JOSÉ MARIA LUIS MORA,MATUTINO,2024-2025 | 2025-2026,30.9449,15.748,42.126,64.5669,32.2835,,,50.3937,279,09DPR1433I,DR. JOSÉ MARIA LUIS MORA,-99.13875278,19.52653889,GUSTAVO A. MADERO,Primaria,84.252
09DPR1713S,FRANCISCO SANTOYO MALDONADO,MATUTINO,2025-2026,30.929,0.0,33.8798,76.5027,44.2623,19.7664,212.0,59.5628,212,09DPR1713S,FRANCISCO SANTOYO MALDONADO,-99.18203611,19.45224444,MIGUEL HIDALGO,Primaria,100.0
09DPR3045E,MI PATRIA ES PRIMERO,MATUTINO,2024-2025 | 2025-2026,30.9278,2.0619,56.1856,50.0,46.3918,19.6571,242.0,58.2474,242,09DPR3045E,MI PATRIA ES PRIMERO,-99.06026111,19.36169167,IZTAPALAPA,Primaria,97.9381
09DPR2600W,JUAN JOSÉ MARTÍNEZ,MATUTINO,2024-2025 | 2025-2026,30.922,0.0,42.5532,70.922,41.1348,19.8752,177.0,58.8652,177,09DPR2600W,JUAN JOSÉ MARTÍNEZ,-99.09169167,19.38851389,IZTACALCO,Primaria,100.0
09DPR2434O,FRANCISCO MEDINA ASCENCIO,MATUTINO,2024-2025 | 2025-2026,30.9174,0.0,50.0,61.4679,43.1193,18.6252,288.0,57.3394,288,09DPR2434O,FRANCISCO MEDINA ASCENCIO,-99.13668889,19.45374444,CUAUHTÉMOC,Primaria,100.0
09DPR0984D,DEFENSORES DE VERACRUZ DE 1914,MATUTINO,2024-2025 | 2025-2026,30.9091,4.1322,38.0165,72.7273,39.6694,18.9038,148.0,52.0661,148,09DPR0984D,DEFENSORES DE VERACRUZ DE 1914,-99.10576389,19.43247778,VENUSTIANO CARRANZA,Primaria,95.8678
09DPR1025D,CHAPULTEPEC,MATUTINO,2024-2025 | 2025-2026,30.892,1.4085,42.2535,66.1972,44.6009,19.3348,246.0,57.277,246,09DPR1101T,CHAPULTEPEC,-99.21806667,19.41948889,MIGUEL HIDALGO,Primaria,98.5915
09DPR1262F,LÁZARO CARDENAS,VESPERTINO,2024-2025 | 2025-2026,30.8911,0.9901,77.2277,24.7525,51.4851,20.4,184.0,50.495,184,09DPR3090R,LAZARO CARDENAS,-99.15,19.54074722,GUSTAVO A. MADERO,Primaria,99.0099
09DPR1137H,LUIS GONZÁLEZ OBREGON,MATUTINO,2024-2025 | 2025-2026,30.875,1.25,51.875,57.5,43.75,18.8192,194.0,57.5,194,09DPR1137H,LUIS GONZÁLEZ OBREGON,-99.15836111,19.40181944,BENITO JUÁREZ,Primaria,98.75
09DPR1872G,PROFR. FEDERICO HERRERA MARTÍNEZ,MATUTINO,2024-2025 | 2025-2026,30.875,0.625,46.875,56.25,50.625,,,53.75,245,09DPR1872G,PROFR. FEDERICO HERRERA MARTÍNEZ,-99.18566944,19.37475,BENITO JUÁREZ,Primaria,99.375
09DPR3119F,PROFR. URBANO LAVIN ROMÁN,VESPERTINO,2024-2025,30.8571,20.0,50.8571,47.4286,36.0,20.1964,292.0,47.4286,292,09DPR3119F,PROFR. URBANO LAVIN ROMÁN,-99.04906667,19.29441667,TLÁHUAC,Primaria,80.0
09DPR2670R,SOSTENES NICOLAS CHAPA NIETO,VESPERTINO,2024-2025 | 2025-2026,30.8387,17.0968,58.0645,40.0,39.0323,19.7132,411.0,49.6774,411,09DPR2670R,SOSTENES NICOLAS CHAPA NIETO,-99.02920556,19.29536944,TLÁHUAC,Primaria,82.9032
09DPR1160I,ANTONIO GARCÍA CUBAS,MATUTINO,2024-2025 | 2025-2026,30.8364,0.0,56.3636,68.0,29.8182,17.3486,322.0,60.7273,322,09DPR1160I,ANTONIO GARCÍA CUBAS,-99.12230833,19.38989722,IZTACALCO,Primaria,100.0
09DPR1059U,DRA. MARGARITA CHORNE Y SALAZAR,MATUTINO,2024-2025 | 2025-2026,30.8219,1.3699,38.3562,76.7123,37.6712,19.0413,182.0,58.2192,182,09DPR1059U,DRA. MARGARITA CHORNE Y SALAZAR,-99.09549722,19.42803611,VENUSTIANO CARRANZA,Primaria,98.6301
09DPR1067C,LIC. JULIO JIMENEZ RUEDA,MATUTINO,2024-2025 | 2025-2026,30.8197,1.171,48.9461,64.8712,39.1101,18.483,488.0,53.1616,488,09DPR1067C,LIC. JULIO JIMENEZ RUEDA,-99.06617222,19.389625,IZTACALCO,Primaria,98.829
09DPR2907M,DR. IGNACIO CHÁVEZ,MATUTINO,2024-2025 | 2025-2026,30.8157,0.3021,51.3595,63.142,39.2749,18.6277,480.0,50.4532,480,09DPR2792B,DR. IGNACIO CHÁVEZ,-99.03588611,19.38180278,IZTAPALAPA,Primaria,99.6979
09DPR0932Y,QUETZALCOATL,VESPERTINO,2024-2025 | 2025-2026,30.8,0.0,54.0,58.0,42.0,19.7971,77.0,58.0,77,09DPR5119T,QUETZALCOATL,-99.30938056,19.3535,CUAJIMALPA DE MORELOS,Primaria,100.0
09DPR0006I,JOSÉ MA. RODRÍGUEZ COS,MATUTINO,2024-2025 | 2025-2026,30.7767,27.3463,55.0162,39.3204,32.2006,18.7922,670.0,46.1165,670,09DPR4108G,JOSÉ MA. RODRÍGUEZ COS,-99.04478333,19.32818056,IZTAPALAPA,Primaria,72.6537
09DPR2763G,PETROLEOS MEXICANOS,MATUTINO,2024-2025 | 2025-2026,30.7534,7.0205,69.5205,27.0548,50.1712,19.6112,365.0,52.226,365,09DPR2763G,PETROLEOS MEXICANOS,-99.20380556,19.48065,AZCAPOTZALCO,Primaria,92.9795
09DPR2352E,PENSIONES,MATUTINO,2024-2025 | 2025-2026,30.7527,1.0753,48.3871,64.5161,39.7849,,,61.2903,79,09DPR2352E,PENSIONES,-99.15419444,19.43488333,CUAUHTÉMOC,Primaria,98.9247
09DPR2580Z,ADAM MICKIEWICZ,MATUTINO,2024-2025 | 2025-2026,30.7527,14.7465,29.9539,71.4286,37.6344,19.0577,698.0,48.3871,698,09DPR2580Z,ADAM MICKIEWICZ,-99.11914722,19.23248889,XOCHIMILCO,Primaria,85.2535
09DPR2944Q,MÁRTIRES DE TACUBAYA,MATUTINO,2024-2025 | 2025-2026,30.75,0.0,43.75,68.75,41.25,18.5438,118.0,51.25,118,09DPR2944Q,MÁRTIRES DE TACUBAYA,-99.19014167,19.41211667,MIGUEL HIDALGO,Primaria,100.0
09DPR3031B,RAFAELA SUAREZ SOLORZANO,VESPERTINO,2024-2025 | 2025-2026,30.7359,0.4329,62.7706,52.381,38.0952,18.1974,395.0,51.9481,395,09DPR3031B,RAFAELA SUAREZ SOLORZANO,-99.00705556,19.33809444,IZTAPALAPA,Primaria,99.5671
09DPR2147V,FERNANDO MONTES DE OCA,MATUTINO,2024-2025 | 2025-2026,30.728,18.7739,43.6782,57.4713,33.7165,,,50.9579,244,09DES0025Q,FERNANDO MONTES DE OCA,-99.19845833,19.49748889,AZCAPOTZALCO,Secundaria,81.2261
09DPR2870P,MARGARITA MAGON DE FLORES,MATUTINO,2024-2025,30.7056,16.545,53.7713,41.1192,42.0925,19.7332,530.0,47.4453,530,09DPR2870P,MARGARITA MAGON DE FLORES,-99.10273889,19.24116944,XOCHIMILCO,Primaria,83.455
09DPR2036Q,VICENTE RIVA PALACIO,MATUTINO,2024-2025,30.687,8.2061,66.6031,35.8779,42.7481,18.816,567.0,49.8092,567,09DJN0267D,VICENTE RIVA PALACIO,-99.077325,19.49261111,GUSTAVO A. MADERO,Preescolar,91.79390000000001
09DPR2034S,MAESTRO ADOLFO VALLES,MATUTINO,2024-2025 | 2025-2026,30.6814,10.8656,55.6169,46.7772,40.1473,18.4519,578.0,49.1713,578,09DPR2034S,MAESTRO ADOLFO VALLES,-99.10799167,19.22682222,XOCHIMILCO,Primaria,89.1344
09DPR2294E,CARLOS DE SIGÜENZA Y GONGORA,VESPERTINO,2024-2025,30.6667,20.0,31.6667,65.8333,35.8333,18.7814,132.0,50.8333,132,09DPR1883M,CARLOS DE SIGÜENZA Y GONGORA,-99.24541111,19.31035278,LA MAGDALENA CONTRERAS,Primaria,80.0
09DPR2058B,PLAN DE AYALA,MATUTINO,2024-2025 | 2025-2026,30.6517,28.764,53.9326,31.4607,39.1011,20.3322,564.0,43.5955,564,09PPR1488Q,PLAN DE AYALA,-99.075159,19.187855,MILPA ALTA,Primaria,71.236
09DPR2498Z,EZEQUIEL A. CHÁVEZ,MATUTINO,2025-2026,30.6494,0.0,39.6104,66.2338,47.4026,20.0037,206.0,55.8442,206,09DPR2414A,EZEQUIEL A. CHAVEZ,-99.16153056,19.44859722,CUAUHTÉMOC,Primaria,100.0
09DPR1840O,"""ESC. PRIM. ANEXA A LA BENM """"GENOVEVA CORTÉS VALLADARES""""""",VESPERTINO,2025-2026,30.6452,0.0,32.2581,85.4839,35.4839,18.7742,134.0,48.3871,134,09DPR1840O,"ESC. PRIM. ANEXA A LA BENM ""GENOVEVA CORTÉS VALLADARES""",-99.16828056,19.44533889,MIGUEL HIDALGO,Primaria,100.0
09DPR1932E,JUVENTINO ROSAS,MATUTINO,2024-2025,30.6383,7.4468,45.7447,57.4468,42.5532,19.6,415.0,46.4539,415,09DPR0935V,JUVENTINO ROSAS,-99.13183611,19.55981667,GUSTAVO A. MADERO,Primaria,92.5532
09DPR2574O,RAFAEL RAMIREZ CASTAÑEDA,MATUTINO,2024-2025 | 2025-2026,30.6269,1.194,71.0448,30.1493,50.7463,,,52.2388,697,09DPR3253L,RAFAEL RAMIREZ CASTAÑEDA,-98.96586667,19.31056389,TLÁHUAC,Primaria,98.806
09DPR2369E,NICOLAS RANGEL,MATUTINO,2024-2025 | 2025-2026,30.5914,0.0,51.3441,68.0108,33.6022,18.2124,387.0,54.3011,387,09DPR2369E,NICOLAS RANGEL,-99.13549444,19.45072222,CUAUHTÉMOC,Primaria,100.0
09DPR1026C,SIETE DE JULIO,MATUTINO,2025-2026,30.5778,1.3333,41.3333,72.0,38.2222,19.4318,227.0,56.8889,227,09DPR1026C,SIETE DE JULIO,-99.11325,19.43476111,VENUSTIANO CARRANZA,Primaria,98.6667
09DPR2019Z,ADAM MICKIEWICZ,VESPERTINO,2024-2025,30.56,21.0667,33.8667,63.4667,34.4,18.624,393.0,46.6667,393,09DPR2580Z,ADAM MICKIEWICZ,-99.11914722,19.23248889,XOCHIMILCO,Primaria,78.9333
09DPR1441R,PROFR. JOSÉ MARIA BONILLA,MATUTINO,2024-2025 | 2025-2026,30.5325,17.7515,44.6746,57.1006,33.1361,,,52.071,318,09DPR1441R,PROFR. JOSÉ MARIA BONILLA,-99.095975,19.49726667,GUSTAVO A. MADERO,Primaria,82.2485
09DPR2947N,GRAL. HERMINIO CHAVARRIA,MATUTINO,2024-2025 | 2025-2026,30.5239,0.2278,49.2027,57.631,45.5581,19.8609,579.0,54.6697,579,09DPR2808M,GRAL. HERMINIO CHAVARRIA,-99.03313333,19.35699722,IZTAPALAPA,Primaria,99.7722
09DPR2157B,REPÚBLICA DE HUNGRIA,MATUTINO,2024-2025 | 2025-2026,30.516,14.0049,43.2432,55.774,39.5577,,,51.3514,372,09DPR2157B,REPÚBLICA DE HUNGRIA,-99.08933889,19.50626389,GUSTAVO A. MADERO,Primaria,85.99510000000001
09DPR3200G,PROFR. Y LIC. GENARO V. VAZQUEZ QUIROZ,MATUTINO,2024-2025 | 2025-2026,30.5155,0.0,28.3505,79.8969,44.3299,19.0844,211.0,48.9691,211,09DPR3200G,PROFR. Y LIC. GENARO V. VAZQUEZ QUIROZ,-99.06695556,19.40831667,IZTACALCO,Primaria,100.0
09DPR2558X,ESTADOS UNIDOS DE AMERICA,MATUTINO,2025-2026,30.5042,10.9244,27.7311,72.2689,41.5966,18.6349,236.0,48.3193,236,09DPR2558X,ESTADOS UNIDOS DE AMERICA,-99.11169167,19.41710556,VENUSTIANO CARRANZA,Primaria,89.0756
09DPR3051P,INGENIERO JUAN DE DIOS BATIZ,MATUTINO,2024-2025 | 2025-2026,30.4839,18.9516,38.7097,58.871,35.8871,,,50.4032,231,09DPR3051P,INGENIERO JUAN DE DIOS BATIZ,-99.14551389,19.52480556,GUSTAVO A. MADERO,Primaria,81.0484
09DPR2430S,FRANCISCO DIAZ COVARRUBIAS,MATUTINO,2024-2025 | 2025-2026,30.4706,2.3529,43.5294,68.8235,37.6471,18.5422,199.0,52.9412,199,09DPR2430S,FRANCISCO DIAZ COVARRUBIAS,-99.1384,19.45636111,CUAUHTÉMOC,Primaria,97.6471
09DPR1792V,REPÚBLICA DE COSTA RICA,MATUTINO,2024-2025 | 2025-2026,30.4624,0.289,38.1503,67.6301,46.2428,19.3205,357.0,55.2023,357,09DES0092O,REPÚBLICA DE COSTA RICA,-99.20874167,19.45467222,MIGUEL HIDALGO,Secundaria,99.711
09DPR2078P,FRANCISCO DEL OLMO,MATUTINO,2024-2025 | 2025-2026,30.4578,26.506,39.759,51.0843,34.9398,19.1567,438.0,45.3012,438,09DPR2078P,FRANCISCO DEL OLMO,-98.99759722,19.17547778,MILPA ALTA,Primaria,73.494
09DPR3135X,JAIME NUNO,VESPERTINO,2024-2025 | 2025-2026,30.4505,0.9009,58.5586,62.1622,30.6306,19.5756,129.0,62.1622,129,09DJN0698T,JAIME NUNO,-99.13766389,19.44666944,CUAUHTÉMOC,Preescolar,99.09909999999999
09DPR1246O,MARIANO HIDALGO,MATUTINO,2024-2025 | 2025-2026,30.4386,0.4386,66.6667,44.2982,40.7895,18.7686,656.0,52.6316,656,09DBA0223U,MARIANO HIDALGO,-99.00424444,19.35640278,IZTAPALAPA,Adultos - Primaria,99.5614
09DPR4509B,JESÚS NARVAEZ GALDEANO,VESPERTINO,2024-2025 | 2025-2026,30.4348,1.8634,53.4161,60.8696,36.0248,18.4866,238.0,50.3106,238,09DPR0056Q,JESÚS NARVAEZ GALDEANO,-99.05834167,19.32968889,IZTAPALAPA,Primaria,98.1366
09DPR1034L,REPÚBLICA DE LIBERIA,MATUTINO,2024-2025 | 2025-2026,30.4348,0.7246,37.6812,71.7391,42.029,19.3776,165.0,55.0725,165,09DPR1034L,REPÚBLICA DE LIBERIA,-99.10106389,19.41516111,VENUSTIANO CARRANZA,Primaria,99.2754
09DPR2965C,PROFR. ENRIQUE VAZQUEZ ISLAS,MATUTINO,2024-2025 | 2025-2026,30.4328,26.8793,29.8405,63.0979,32.3462,19.6816,408.0,46.9248,408,09DPR2965C,PROFR. ENRIQUE VAZQUEZ ISLAS,-99.0717,19.47736944,GUSTAVO A. MADERO,Primaria,73.1207
09DPR2067J,JOSÉ MARIA MORELOS,MATUTINO,2024-2025,30.4235,19.0554,54.886,40.0651,38.1107,18.872,667.0,47.0684,667,09DPR2067J,JOSÉ MARIA MORELOS,-99.02661389,19.19506944,MILPA ALTA,Primaria,80.94460000000001
09DPR1564A,ARBOL DE LA NOCHE TRISTE,MATUTINO,2024-2025 | 2025-2026,30.4211,0.5263,53.1579,64.7368,33.6842,18.6208,238.0,56.8421,238,09DPR1564A,ARBOL DE LA NOCHE TRISTE,-99.17663611,19.45560556,MIGUEL HIDALGO,Primaria,99.4737
09DPR2645S,JOSÉ LÓPEZ PORTILLO Y ROJAS,MATUTINO,2024-2025 | 2025-2026,30.4152,2.9412,44.8097,64.8789,39.4464,18.2809,540.0,53.2872,540,09DBS0020Y,JOSÉ LÓPEZ PORTILLO Y ROJAS,-99.060725,19.41424722,IZTACALCO,Adultos - Secundaria,97.0588
09DPR1883M,CARLOS DE SIGÜENZA Y GONGORA,MATUTINO,2024-2025 | 2025-2026,30.3981,25.0585,59.719,32.3185,34.8946,,,43.3255,460,09DPR1883M,CARLOS DE SIGÜENZA Y GONGORA,-99.24541111,19.31035278,LA MAGDALENA CONTRERAS,Primaria,74.9415
09DPR2486U,LUIS DE LA ROSA,MATUTINO,2024-2025 | 2025-2026,30.3863,0.8584,55.3648,54.0773,41.6309,,,52.7897,232,09DPR2486U,LUIS DE LA ROSA,-99.12181944,19.43779167,VENUSTIANO CARRANZA,Primaria,99.1416
09DPR2539I,HORACIO MANN,MATUTINO,2024-2025,30.3704,3.7037,63.8889,46.2963,37.963,18.4817,127.0,50.0,127,09PES0762S,HORACIO MANN,-99.087476,19.412256,VENUSTIANO CARRANZA,Secundaria,96.2963
09DPR1606J,FRANCISCO JAVIER MINA,MATUTINO,2024-2025 | 2025-2026,30.3614,16.4659,41.7671,58.6345,34.9398,,,50.6024,232,09DES0163S,FRANCISCO JAVIER MINA,-99.07026944,19.37791111,IZTAPALAPA,Secundaria,83.5341
09DPR1079H,JESUS T. ACEVEDO,MATUTINO,2024-2025 | 2025-2026,30.359,10.2564,57.4359,56.4103,27.6923,18.0778,278.0,51.7949,278,09DPR1079H,JESUS T. ACEVEDO,-99.06041111,19.38781667,IZTACALCO,Primaria,89.7436
