CVE_ESCUELA_ATENCION,NOM_ESCUELA_ATENCION,REF_TURNO_ATENCION,REF_CICLO_ESCOLAR,prioridad_atencion,pct_incompleto,pct_caries,pct_visual,pct_sobrepeso_obesidad,imc_promedio,NUM_MATRICULA_TOTAL_ESCUELA_x,alertas_promedio,NUM_MATRICULA_TOTAL_ESCUELA_y,CLAVECCT,NOMBRE,longitud,latitud,alcaldia,NIVEL,completitud
09DPR1063G,PRESIDENTE MIGUEL ALEMAN,MATUTINO,2024-2025 | 2025-2026,26.812,0.2725,32.4251,64.0327,37.3297,18.8941,374.0,43.0518,374,09DPR1063G,PRESIDENTE MIGUEL ALEMAN,-99.07162778,19.42785,VENUSTIANO CARRANZA,Primaria,99.7275
09DPR1998N,QUILAZTLI,VESPERTINO,2024-2025,26.7943,27.2727,29.6651,40.6699,36.3636,18.4125,236.0,38.2775,236,09DPR2041B,QUILAZTLI,-99.10559444,19.25668333,XOCHIMILCO,Primaria,72.7273
09DPR1855Q,ROMÁN SALDAÑA OROPESA,MATUTINO,2024-2025 | 2025-2026,26.7647,0.0,37.7451,50.9804,45.098,18.7455,293.0,43.6275,293,09DPR1855Q,ROMÁN SALDAÑA OROPESA,-99.20117778,19.37064722,ÁLVARO OBREGÓN,Primaria,100.0
09DPR5138H,LIC. MIGUEL ALEMAN,VESPERTINO,2024-2025,26.7616,54.4484,23.8434,36.6548,18.8612,18.2844,287.0,28.8256,287,09DPR2062O,LIC. MIGUEL ALEMAN,-99.09549167,19.19437222,MILPA ALTA,Primaria,45.5516
09DPR1255W,LIC. LUIS CABRERA,MATUTINO,2024-2025 | 2025-2026,26.7568,0.5405,35.1351,53.2432,44.8649,19.2604,398.0,44.5946,398,09DPR1255W,LIC. LUIS CABRERA,-99.15873333,19.36956944,BENITO JUÁREZ,Primaria,99.4595
09DPR2300Z,PROFR. MANUEL QUIROZ MARTÍNEZ,MATUTINO,2024-2025 | 2025-2026,26.7553,1.0638,49.2021,39.0957,44.4149,19.5955,458.0,43.3511,458,09DPR2300Z,PROFR. MANUEL QUIROZ MARTÍNEZ,-99.2017,19.38585278,ÁLVARO OBREGÓN,Primaria,98.9362
09DPR2966B,QUETZALCOATL,MATUTINO,2024-2025,26.7528,30.8118,36.9004,29.8893,36.1624,19.9264,541.0,35.4244,541,09DPR5119T,QUETZALCOATL,-99.30938056,19.3535,CUAJIMALPA DE MORELOS,Primaria,69.1882
09DPR1899N,MAESTRO ENRIQUE COCA PÉREZ,MATUTINO,2024-2025 | 2025-2026,26.7337,0.5025,60.804,29.6482,42.7136,18.5348,226.0,42.7136,226,09DPR1899N,MAESTRO ENRIQUE COCA PÉREZ,-99.20752222,19.34169722,ÁLVARO OBREGÓN,Primaria,99.4975
09DPR2862G,ENRIQUE LAUBSCHER,VESPERTINO,2024-2025 | 2025-2026,26.7299,2.3697,54.9763,40.2844,36.019,19.0526,315.0,45.9716,315,09DJN0279I,ENRIQUE LAUBSCHER,-99.17354722,19.46356111,AZCAPOTZALCO,Preescolar,97.6303
09DPR1823Y,JOSÉ OJEDA GARDUÑO,MATUTINO,2024-2025 | 2025-2026,26.7093,7.9872,52.0767,35.4633,38.0192,18.8132,339.0,42.492,339,09DPR1824X,JOSÉ OJEDA GARDUÑO,-99.21433889,19.38768056,ÁLVARO OBREGÓN,Primaria,92.0128
09DPR1980O,PROFR. CANDELARIO MEJIA Y CERVANTES,MATUTINO,2025-2026,26.7036,6.6482,59.5568,23.8227,43.4903,18.969,468.0,39.6122,468,09DPR1980O,PROFR. CANDELARIO MEJIA Y CERVANTES,-99.15324167,19.33717222,COYOACÁN,Primaria,93.3518
09DPR1903J,CENOBIA GARCÍA NAVA,MATUTINO,2024-2025 | 2025-2026,26.6995,0.0,57.4713,41.7077,34.3186,18.3317,613.0,44.6634,613,09DPR5135K,CENOBIA GARCÍA NAVA,-99.28146667,19.32846111,ÁLVARO OBREGÓN,Primaria,100.0
09DPR4009G,CARLOS ALVARADO LANG,MATUTINO,2024-2025 | 2025-2026,26.6928,0.0,61.0568,28.9628,43.4442,19.0467,526.0,41.0959,526,09DPR4009G,CARLOS ALVARADO LANG,-99.20768333,19.38203611,ÁLVARO OBREGÓN,Primaria,100.0
09DPR2946O,PROFRA. CARMEN ARROYO DE LA PARRA,MATUTINO,2024-2025 | 2025-2026,26.6667,11.3553,58.2418,16.1172,47.619,19.8306,258.0,39.9267,258,09DPR3010P,PROFRA. CARMEN ARROYO DE LA PARRA,-99.05331111,19.29006111,TLÁHUAC,Primaria,88.6447
09DPR1595U,FRANCISCO DE PAULA HERRASTI,MATUTINO,2024-2025 | 2025-2026,26.6667,20.0855,43.1624,33.3333,36.7521,,,38.8889,223,09DPR1595U,FRANCISCO DE PAULA HERRASTI,-99.14904444,19.47052778,AZCAPOTZALCO,Primaria,79.9145
09DPR2871O,ING. JOSÉ LÓPEZ PORTILLO Y WEBER,MATUTINO,2025-2026,26.652,0.2203,38.7665,60.3524,33.9207,17.9397,478.0,43.1718,478,09DPR2871O,ING. JOSÉ LÓPEZ PORTILLO Y WEBER,-99.12571111,19.33080833,COYOACÁN,Primaria,99.7797
09DPR4203K,MÉXICO-JAPÓN,MATUTINO,2024-2025 | 2025-2026,26.6365,1.0558,44.7964,49.4721,37.8582,19.5605,695.0,48.2655,695,09DBS0041K,MÉXICO-JAPÓN,-99.04960833,19.32438889,IZTAPALAPA,Adultos - Secundaria,98.9442
09DPR2655Z,TLAMACHIHUAPAN,VESPERTINO,2024-2025,26.6301,29.863,38.3562,38.0822,26.8493,18.8637,357.0,33.4247,357,09DPR2655Z,TLAMACHIHUAPAN,-99.07363056,19.24300278,XOCHIMILCO,Primaria,70.137
09DPR1177I,JUANA DE ASBAJE,MATUTINO,2024-2025 | 2025-2026,26.6192,2.4911,43.4164,50.8897,36.2989,19.012,325.0,46.2633,325,09DPR1412W,JUANA DE ASBAJE,-99.10957222,19.49110833,GUSTAVO A. MADERO,Primaria,97.5089
09DPR1795S,RAFAEL AREVALO MARTÍNEZ,MATUTINO,2024-2025 | 2025-2026,26.619,0.2381,62.8571,26.9048,43.0952,,,40.7143,432,09DPR1795S,RAFAEL AREVALO MARTÍNEZ,-99.2128,19.38902222,ÁLVARO OBREGÓN,Primaria,99.7619
09DPR1540R,PROFR. MOISES SAENZ,MATUTINO,2024-2025 | 2025-2026,26.5909,1.1364,38.2576,60.2273,33.3333,14.26,266.0,47.7273,266,09DPR1540R,PROFR. MOISES SAENZ,-99.09953333,19.48360278,GUSTAVO A. MADERO,Primaria,98.8636
09DPR0143L,ESPERANZA VILLASANA HEREDIA,MATUTINO,2024-2025 | 2025-2026,26.5854,0.3049,61.5854,27.439,43.5976,,,45.7317,320,09DPR0143L,ESPERANZA VILLASANA HEREDIA,-99.201575,19.39121667,ÁLVARO OBREGÓN,Primaria,99.6951
09DPR1703L,GRAL. J. FERNANDO RAMIREZ,MATUTINO,2024-2025 | 2025-2026,26.5854,0.0,32.9268,62.1951,37.8049,19.5944,97.0,46.3415,97,09DPR1703L,GRAL. J. FERNANDO RAMIREZ,-99.209425,19.45241944,MIGUEL HIDALGO,Primaria,100.0
09DPR2482Y,ALFREDO E. URUCHURTU,MATUTINO,2024-2025 | 2025-2026,26.5839,1.2422,47.8261,52.795,31.0559,,,52.1739,211,09DPR2479K,ALFREDO E. URUCHURTU,-99.12513333,19.43825556,CUAUHTÉMOC,Primaria,98.7578
09DPR3240H,CONSTITUYENTE CELESTINO PÉREZ Y PÉREZ,VESPERTINO,2024-2025 | 2025-2026,26.5823,0.0,62.0253,46.8354,24.0506,20.8946,106.0,49.3671,106,09DPR3239S,CONSTITUYENTE CELESTINO PÉREZ Y PÉREZ,-99.0016,19.36690833,IZTAPALAPA,Primaria,100.0
09DPR1929R,LIDICE,MATUTINO,2024-2025,26.5714,24.2857,45.2381,26.4286,36.9048,19.6642,452.0,35.4762,452,09DPR1929R,LIDICE,-99.22481111,19.32593333,LA MAGDALENA CONTRERAS,Primaria,75.71430000000001
09DPR0059N,DOMINGO MARTÍNEZ  PAREDEZ,MATUTINO,2024-2025 | 2025-2026,26.5714,0.7143,53.0952,36.1905,42.8571,,,41.1905,429,09DPR0059N,DOMINGO MARTÍNEZ  PAREDEZ,-99.22241389,19.27457778,TLALPAN,Primaria,99.2857
09DPR3242F,PROFR. MANUEL VILLASEÑOR,VESPERTINO,2024-2025 | 2025-2026,26.57,0.9662,50.2415,48.7923,32.8502,18.5227,315.0,47.343,315,09DPR3155K,PROFR. MANUEL VILLASEÑOR,-99.05008889,19.33380833,IZTAPALAPA,Primaria,99.0338
09DPR2772O,CORONEL NICOLAS ROMERO,MATUTINO,2024-2025,26.5653,21.2766,47.4164,29.7872,34.3465,19.0112,347.0,34.6505,347,09DPR2762H,CORONEL NICOLAS ROMERO,-99.25272778,19.30666389,LA MAGDALENA CONTRERAS,Primaria,78.7234
09DPR4005K,JUAN RULFO,MATUTINO,2024-2025 | 2025-2026,26.544,17.3824,34.3558,53.7832,27.1984,,,43.3538,467,09DPR5073O,JUAN RULFO,-99.03578333,19.36853333,IZTAPALAPA,Primaria,82.6176
09DPR1887I,ALVARO OBREGON,MATUTINO,2024-2025,26.5405,6.4865,64.3243,28.9189,32.973,16.7879,390.0,38.9189,390,09DJN0223G,ALVARO OBREGON,-99.07028889,19.4783,GUSTAVO A. MADERO,Preescolar,93.5135
09DPR2501W,AUGUSTO CESAR SANDINO,MATUTINO,2024-2025 | 2025-2026,26.5385,0.9615,49.0385,50.0,32.6923,19.69,131.0,47.1154,131,09DPR2501W,AUGUSTO CESAR SANDINO,-99.161075,19.456425,CUAUHTÉMOC,Primaria,99.0385
09DPR2505S,DR. AGUSTIN RIVERA,MATUTINO,2024-2025 | 2025-2026,26.5374,0.0,39.6122,48.7535,44.3213,19.5345,365.0,46.2604,365,09DPR2505S,DR. AGUSTIN RIVERA,-99.14514444,19.42730556,CUAUHTÉMOC,Primaria,100.0
09DPR3073A,TORIBIO VELASCO FRIAS,MATUTINO,2024-2025 | 2025-2026,26.5245,0.2132,59.7015,24.5203,48.1876,19.753,536.0,44.7761,536,09DPR3073A,TORIBIO VELASCO FRIAS,-99.22943333,19.357275,ÁLVARO OBREGÓN,Primaria,99.7868
09DPR2072V,HÉROES DE LA INDEPENDENCIA,MATUTINO,2024-2025,26.5217,5.4348,36.9565,46.3768,43.8406,18.1969,308.0,42.029,308,09DPR2072V,HÉROES DE LA INDEPENDENCIA,-99.13815278,19.27629722,XOCHIMILCO,Primaria,94.5652
09DPR1876C,VALENTÍN GOMEZ FARIAS,MATUTINO,2024-2025 | 2025-2026,26.5193,11.6022,30.3867,45.8564,44.7514,19.5725,257.0,38.1215,257,09DPR1876C,VALENTÍN GOMEZ FARIAS,-99.18441389,19.37442222,BENITO JUÁREZ,Primaria,88.3978
09DPR2024L,CRISTÓBAL COLÓN,VESPERTINO,2024-2025 | 2025-2026,26.514,40.458,31.5522,30.5344,30.0254,19.2459,400.0,32.3155,400,09DPR2024L,CRISTÓBAL COLÓN,-98.96447222,19.22480278,TLÁHUAC,Primaria,59.542
09DPR1620C,CANDIDO NAVARRO,MATUTINO,2024-2025 | 2025-2026,26.5103,7.3314,44.5748,47.5073,33.1378,,,41.349,309,09DPR1620C,CANDIDO NAVARRO,-99.17706389,19.49026389,AZCAPOTZALCO,Primaria,92.6686
09DPR5118U,CALPULLI CALTONGO,VESPERTINO,2024-2025,26.5089,11.2426,54.4379,27.2189,39.645,18.7653,188.0,42.0118,188,09DPR5008O,CALPULLI CALTONGO,-99.0794,19.26101111,XOCHIMILCO,Primaria,88.7574
09DPR1904I,XICOTENCATL,MATUTINO,2024-2025 | 2025-2026,26.499,31.0273,44.4444,27.8826,29.1405,,,32.4948,476,09DPR1904I,XICOTENCATL,-99.25632222,19.31331944,LA MAGDALENA CONTRERAS,Primaria,68.9727
09DPR5105Q,JAIME SABINES,MATUTINO,2024-2025 | 2025-2026,26.4953,0.0,23.5981,68.4579,40.4206,18.6079,440.0,39.486,440,09DPR5105Q,JAIME SABINES,-99.00394444,19.33298611,IZTAPALAPA,Primaria,100.0
09DPR2292G,DR. SAMUEL RAMOS,VESPERTINO,2024-2025 | 2025-2026,26.4815,3.7037,38.8889,41.6667,48.1481,19.3433,140.0,43.5185,140,09DPR2292G,DR. SAMUEL RAMOS,-99.19883056,19.37474722,ÁLVARO OBREGÓN,Primaria,96.2963
09DPR0038A,PROFRA. EMMA GODOY,MATUTINO,2024-2025 | 2025-2026,26.4773,25.0,28.9773,50.0,28.4091,19.2317,148.0,39.2045,148,09DPR2619U,PROFRA. EMMA GODOY,-99.21901111,19.27626667,TLALPAN,Primaria,75.0
09DPR3132Z,IGNACIO L. VALLARTA,MATUTINO,2025-2026,26.4762,0.0,20.9524,75.2381,36.1905,18.1221,144.0,40.0,144,09DPR3132Z,IGNACIO L. VALLARTA,-99.16099167,19.42073889,CUAUHTÉMOC,Primaria,100.0
09DPR2954X,CUAUHTEPEC,MATUTINO,2024-2025 | 2025-2026,26.4734,27.5362,31.401,49.7585,23.6715,,,38.6473,361,09DPR2954X,CUAUHTEPEC,-99.13119722,19.55950278,GUSTAVO A. MADERO,Primaria,72.46379999999999
09DPR4179A,ANDRES IDUARTE,MATUTINO,2024-2025 | 2025-2026,26.4684,19.5167,27.6952,52.6022,32.5279,,,39.4052,472,09DPR4179A,ANDRES IDUARTE,-99.12496111,19.51381667,GUSTAVO A. MADERO,Primaria,80.4833
09DPR1846I,ENRIQUE DE OLAVARRIA Y FERRARI,MATUTINO,2024-2025 | 2025-2026,26.4684,3.7175,41.2639,44.6097,42.7509,,,39.777,292,09DPR1846I,ENRIQUE DE OLAVARRIA Y FERRARI,-99.18760278,19.37403889,BENITO JUÁREZ,Primaria,96.2825
09DPR2749N,PROFR. CECILIO MIJARES POBLANO,VESPERTINO,2024-2025 | 2025-2026,26.4662,0.3759,66.5414,31.9549,33.4586,18.5177,301.0,46.2406,301,09DPR2749N,PROFR. CECILIO MIJARES POBLANO,-99.23698611,19.27231389,TLALPAN,Primaria,99.6241
09DPR2027I,CRISTÓBAL COLÓN,MATUTINO,2024-2025,26.466,24.7382,51.9634,19.1099,36.5183,19.2242,825.0,34.4241,825,09DPR2024L,CRISTÓBAL COLÓN,-98.96447222,19.22480278,TLÁHUAC,Primaria,75.2618
09DPR1870I,HERMANOS GALEANA,MATUTINO,2024-2025 | 2025-2026,26.453,0.4274,62.1795,29.9145,39.7436,19.2037,545.0,45.2991,545,09DPR1677D,HERMANOS GALEANA,-99.25387778,19.359,ÁLVARO OBREGÓN,Primaria,99.5726
09DPR4209E,LUCAS ORTIZ BENITEZ,MATUTINO,2024-2025 | 2025-2026,26.4506,16.9753,40.4321,49.0741,25.7716,18.2323,562.0,41.0494,562,09DPR4209E,LUCAS ORTIZ BENITEZ,-99.14713889,19.53187222,GUSTAVO A. MADERO,Primaria,83.0247
09DPR3168O,PROFR. RUBEN MOREIRA COBOS,MATUTINO,2024-2025 | 2025-2026,26.4495,4.5603,42.671,46.2541,38.7622,19.1833,337.0,44.9511,337,09DPR3168O,PROFR. RUBEN MOREIRA COBOS,-99.06668611,19.410775,IZTACALCO,Primaria,95.4397
09DPR2309Q,MANUEL BUENDIA,MATUTINO,2024-2025 | 2025-2026,26.4444,0.7407,41.8519,54.4444,35.1852,,,42.2222,294,09DPR2309Q,MANUEL BUENDIA,-99.122925,19.390075,IZTACALCO,Primaria,99.2593
09DPR1729T,CENTRO ESCOLAR MÉXICO,VESPERTINO,2024-2025 | 2025-2026,26.4368,0.0,29.8851,65.5172,36.7816,19.5701,102.0,44.8276,102,09PPR1710Z,CENTRO ESCOLAR MÉXICO,-98.99792,19.348589,IZTAPALAPA,Primaria,100.0
09DPR1811T,MARIA G. DE GARCÍA RUIZ,MATUTINO,2025-2026,26.4286,0.4464,45.5357,43.3036,42.8571,19.3015,288.0,45.5357,288,09DPR1811T,MARIA G. DE GARCÍA RUIZ,-99.21105278,19.38724167,ÁLVARO OBREGÓN,Primaria,99.5536
09DPR1569W,REPÚBLICA DE CUBA,MATUTINO,2024-2025 | 2025-2026,26.4286,0.4464,41.5179,50.8929,39.2857,,,46.4286,238,09DPR1569W,REPÚBLICA DE CUBA,-99.16182778,19.452325,CUAUHTÉMOC,Primaria,99.5536
09DPR2899U,CARTA DE LOS DERECHOS Y DEBERES ECONOMICOS DE LOS ESTADOS,MATUTINO,2024-2025 | 2025-2026,26.4069,0.4329,40.2597,49.7835,41.5584,19.3376,295.0,43.7229,295,09DPR2899U,CARTA DE LOS DERECHOS Y DEBERES ECONOMICOS DE LOS ESTADOS,-99.10849167,19.38378889,IZTACALCO,Primaria,99.5671
09DPR5141V,TLALOC,VESPERTINO,2024-2025,26.4,33.3333,57.3333,15.3333,26.0,19.165,188.0,32.6667,188,09DPR5063H,TLALOC,-99.05151944,19.36743889,IZTAPALAPA,Primaria,66.66669999999999
09DPR0122Z,PRESIDENTE VICENTE ROCAFUERTE,MATUTINO,2024-2025 | 2025-2026,26.3966,0.0,34.7548,60.3412,36.887,19.2375,511.0,47.9744,511,09DPR0122Z,PRESIDENTE VICENTE ROCAFUERTE,-99.0565,19.42323333,VENUSTIANO CARRANZA,Primaria,100.0
09DPR5100V,JOSÉ MARIA CHAVEZ ANDRADE,MATUTINO,2024-2025 | 2025-2026,26.3889,0.463,62.963,26.1574,42.3611,18.5396,426.0,41.2037,426,09DPR5100V,JOSÉ MARIA CHAVEZ ANDRADE,-99.21221111,19.26843889,TLALPAN,Primaria,99.537
09DPR1544N,GRAL. MIGUEL NEGRETE,MATUTINO,2024-2025 | 2025-2026,26.3704,18.2716,46.4198,36.0494,31.1111,,,37.5309,386,09DPR1544N,GRAL. MIGUEL NEGRETE,-99.08605278,19.50009167,GUSTAVO A. MADERO,Primaria,81.7284
09DPR2127H,JULIO VERNE,MATUTINO,2024-2025 | 2025-2026,26.3636,27.2727,15.9091,56.3636,32.2727,,,36.8182,247,09DES4287B,JULIO VERNE,-99.05103056,19.33368889,IZTAPALAPA,Secundaria,72.7273
09DPR1308K,ESTEBAN GARCÍA DE ALBA,MATUTINO,2024-2025 | 2025-2026,26.3529,4.7059,54.7059,25.2941,47.0588,19.7602,310.0,38.8235,310,09DPR1308K,ESTEBAN GARCÍA DE ALBA,-99.12056389,19.3596,IZTAPALAPA,Primaria,95.2941
09DPR3197J,PROFRA. VIRGINIA RIVERA LOZANO,MATUTINO,2025-2026,26.3529,0.0,72.1569,25.4902,34.1176,18.7376,298.0,45.8824,298,09DPR0130H,PROFRA. VIRGINIA RIVERA LOZANO,-99.21444444,19.35409722,ÁLVARO OBREGÓN,Primaria,100.0
09DPR4187J,PROFR. SAUL VENANCIO ANCHONDO LOZOYA,MATUTINO,2024-2025 | 2025-2026,26.3518,0.0,47.0684,44.7883,39.9023,18.8719,634.0,44.7883,634,09DPR4187J,PROFR. SAUL VENANCIO ANCHONDO LOZOYA,-99.22583889,19.26697222,TLALPAN,Primaria,100.0
09DPR2472R,PLAN SEXENAL,VESPERTINO,2024-2025,26.3333,35.625,50.2083,25.4167,20.4167,17.7841,535.0,29.5833,535,09DPR2053G,PLAN SEXENAL,-99.07345,19.18691667,MILPA ALTA,Primaria,64.375
09DPR1987H,FRANCISCO I. MADERO,MATUTINO,2024-2025 | 2025-2026,26.3305,1.6807,65.8263,22.2689,41.8768,19.0029,729.0,42.437,729,09DPR1986I,FRANCISCO I. MADERO,-99.20555278,19.21824722,TLALPAN,Primaria,98.3193
09DPR1315U,ERNESTO P. URUCHURTU,MATUTINO,2024-2025 | 2025-2026,26.33,0.0,51.1785,50.5051,29.9663,18.6176,330.0,51.5152,330,09DPR1315U,ERNESTO P. URUCHURTU,-99.09640833,19.36548056,IZTAPALAPA,Primaria,100.0
09DPR2839F,MTRA. GUILLERMINA GONZÁLEZ GALICIA,MATUTINO,2024-2025 | 2025-2026,26.3256,0.4651,43.0233,45.3488,42.7907,19.0653,527.0,42.7907,527,09DPR2839F,MTRA. GUILLERMINA GONZÁLEZ GALICIA,-99.07958056,19.34792222,IZTAPALAPA,Primaria,99.5349
09DPR1650X,MÁRTIRES DEL AGRARISMO,MATUTINO,2024-2025 | 2025-2026,26.3138,27.7883,26.8431,44.8015,32.1361,18.7952,341.0,34.7826,341,09DPR1650X,MÁRTIRES DEL AGRARISMO,-99.20050556,19.48334167,AZCAPOTZALCO,Primaria,72.21170000000001
09DPR2061P,MARTÍN TORRES PADILLA,MATUTINO,2024-2025 | 2025-2026,26.3125,0.3125,45.9375,42.1875,43.125,19.1232,378.0,40.625,378,09DPR2061P,MARTÍN TORRES PADILLA,-99.13998889,19.285475,TLALPAN,Primaria,99.6875
09DPR2836I,GREGORIO TORRES QUINTERO,MATUTINO,2024-2025 | 2025-2026,26.3048,25.261,35.2818,44.8852,26.096,18.6124,409.0,40.0835,409,09DJN0910W,GREGORIO TORRES QUINTERO,-99.10751944,19.3193,COYOACÁN,Preescolar,74.739
09DPR1937Z,JOHN F. KENNEDY,MATUTINO,2025-2026,26.2911,0.0,54.4601,30.0469,46.9484,19.1538,257.0,42.2535,257,09DES4067Q,JOHN F. KENNEDY,-99.20011389,19.48436667,AZCAPOTZALCO,Secundaria,100.0
09DPR0145J,PROFRA. JOSEFINA TOLSA MARAÑON,MATUTINO,2024-2025 | 2025-2026,26.2901,28.0916,37.0992,39.2366,27.0229,,,38.626,515,09DPR4208F,PROFRA. JOSEFINA TOLSA MARAÑON,-99.13484167,19.55234167,GUSTAVO A. MADERO,Primaria,71.9084
09DPR2900T,TLACAELEL,MATUTINO,2024-2025,26.2899,38.5749,27.7641,32.1867,32.9238,19.5756,560.0,30.4668,560,09DPR2782V,TLACAELEL,-99.05723333,19.29519722,TLÁHUAC,Primaria,61.4251
09DPR1621B,CARLOS MARX,MATUTINO,2024-2025 | 2025-2026,26.2895,23.4609,36.772,43.594,27.6206,,,39.4343,554,09DES0214I,CARLOS MARX,-99.000825,19.36634444,IZTAPALAPA,Secundaria,76.5391
09DPR2674N,RABINDRANATH TAGORE,VESPERTINO,2024-2025 | 2025-2026,26.2821,22.4359,49.359,39.1026,20.5128,,,38.4615,124,09DPR2674N,RABINDRANATH TAGORE,-99.13798611,19.52011389,GUSTAVO A. MADERO,Primaria,77.5641
09DPR1960A,LIBERAL,VESPERTINO,2025-2026,26.2791,50.0,38.3721,19.7674,23.2558,18.9279,107.0,30.2326,107,09DPR1960A,LIBERAL,-99.14677778,19.32136667,COYOACÁN,Primaria,50.0
09DPR5110B,JOSÉ MARIA CHAVEZ ANDRADE,VESPERTINO,2024-2025 | 2025-2026,26.2676,0.7042,73.2394,21.1268,36.2676,18.7221,316.0,45.0704,316,09DPR5100V,JOSÉ MARIA CHAVEZ ANDRADE,-99.21221111,19.26843889,TLALPAN,Primaria,99.2958
09DPR2280B,REPÚBLICA ITALIANA,MATUTINO,2025-2026,26.2595,20.1018,42.4936,35.1145,33.5878,18.735,377.0,35.1145,377,09DPR2280B,REPÚBLICA ITALIANA,-99.13140278,19.34407222,COYOACÁN,Primaria,79.8982
09DPR1863Z,JACINTO CANEK,MATUTINO,2024-2025 | 2025-2026,26.2374,1.6097,51.1066,35.6137,42.8571,18.706,595.0,37.6258,595,09DPR1961Z,JACINTO CANEK,-99.21888333,19.28870833,TLALPAN,Primaria,98.3903
09DPR1884L,BATALLON DE SAN PATRICIO,MATUTINO,2024-2025 | 2025-2026,26.2275,1.1976,51.497,38.9222,39.521,,,44.9102,179,09DPR1886J,BATALLON DE SAN PATRICIO,-99.21332222,19.34417778,ÁLVARO OBREGÓN,Primaria,98.8024
09DPR1953R,PLAN DE AYUTLA,MATUTINO,2024-2025 | 2025-2026,26.2254,2.5045,50.4472,37.746,40.4293,18.4028,567.0,40.2504,567,09DPR1044S,PLAN DE AYUTLA,-99.09669444,19.445675,VENUSTIANO CARRANZA,Primaria,97.49549999999999
09DPR2532P,JAIME NUNO,MATUTINO,2024-2025 | 2025-2026,26.2,0.5,50.0,49.5,31.0,18.617,234.0,45.5,234,09DJN0698T,JAIME NUNO,-99.13766389,19.44666944,CUAUHTÉMOC,Preescolar,99.5
09DPR2393E,JOSÉ MARÍA PINO SUÁREZ,MATUTINO,2024-2025 | 2025-2026,26.1947,0.0,45.1327,40.708,45.1327,19.8187,141.0,43.3628,141,09DPR2393E,JOSÉ MARÍA PINO SUÁREZ,-99.12995,19.44877778,CUAUHTÉMOC,Primaria,100.0
09DPR1119S,MANUEL ACUÑA,MATUTINO,2024-2025 | 2025-2026,26.1899,18.0025,34.5253,50.9248,27.4969,,,42.1702,652,09DES0306Z,MANUEL ACUÑA,-99.02557778,19.33202778,IZTAPALAPA,Secundaria,81.9975
09DPR1758O,ISAAC OCHOTERENA,MATUTINO,2024-2025 | 2025-2026,26.1832,0.0,51.145,33.9695,45.8015,18.9227,352.0,41.9847,352,09DPR1760C,ISAAC OCHOTERENA,-99.16700833,19.27355278,TLALPAN,Primaria,100.0
09DPR1716P,FRANCISCO FIGUEROA,MATUTINO,2025-2026,26.1702,0.0,44.6809,47.8723,38.2979,19.6324,128.0,48.9362,128,09DPR1716P,FRANCISCO FIGUEROA,-99.19326944,19.45848611,MIGUEL HIDALGO,Primaria,100.0
09DPR2748O,PROFRA. CONSUELO MARTÍNEZ DE CUERVO,MATUTINO,2024-2025 | 2025-2026,26.1659,23.4742,36.6197,48.8263,21.9092,17.8779,517.0,41.471,517,09DPR2748O,PROFRA. CONSUELO MARTÍNEZ DE CUERVO,-99.09342778,19.50753056,GUSTAVO A. MADERO,Primaria,76.5258
09DPR0017O,NICOLAS LEON,MATUTINO,2024-2025,26.1538,22.3077,41.2821,27.6923,39.4872,18.4152,410.0,35.1282,410,09DPR0015Q,NICOLAS LEON,-98.99588889,19.28511944,TLÁHUAC,Primaria,77.6923
09DPR2022N,ING. ESTANISLAO RAMÍREZ RUIZ,MATUTINO,2024-2025,26.1497,25.9358,33.9572,36.8984,33.9572,18.4007,416.0,36.0963,416,09DPR2022N,ING. ESTANISLAO RAMÍREZ RUIZ,-99.00883611,19.27838611,TLÁHUAC,Primaria,74.0642
09DPR4165Y,DANIEL COSIO VILLEGAS,VESPERTINO,2024-2025 | 2025-2026,26.1456,53.6388,28.0323,27.2237,21.8329,18.7012,388.0,29.1105,388,09DPR4165Y,DANIEL COSIO VILLEGAS,-99.03792778,19.31230556,TLÁHUAC,Primaria,46.3612
09DPR2065L,JUAN DE LA BARRERA,MATUTINO,2024-2025,26.1408,19.4366,46.1972,29.8592,35.2113,18.7892,406.0,35.493,406,09DPR2065L,JUAN DE LA BARRERA,-99.13141389,19.25603333,XOCHIMILCO,Primaria,80.5634
09DPR2773N,MAESTRO ARQUELES VELA S.,MATUTINO,2025-2026,26.1364,3.9773,61.6477,18.4659,46.5909,19.3577,341.0,39.7727,341,09DPR2773N,MAESTRO ARQUELES VELA S.,-99.20045,19.38991944,ÁLVARO OBREGÓN,Primaria,96.0227
09DPR2916U,CERRO DE LA ESTRELLA,VESPERTINO,2024-2025 | 2025-2026,26.129,4.8387,74.1935,12.9032,38.7097,19.5517,159.0,38.7097,159,09DPR2908L,CERRO DE LA ESTRELLA,-99.10246111,19.34549444,IZTAPALAPA,Primaria,95.1613
09DPR1951T,REPÚBLICA DE GUATEMALA,MATUTINO,2024-2025 | 2025-2026,26.114,0.0,45.0777,44.0415,41.4508,18.9739,231.0,43.0052,231,09DES0057I,REPÚBLICA DE GUATEMALA,-99.11147778,19.46148889,GUSTAVO A. MADERO,Secundaria,100.0
